category	path	blob_oid	size_bytes	evidence	reason
3	output/paper54_current/reactivity_case_current.mat	d8ba105300a8ecd0b8280a20a26f470b378d450f	133348	✅ 不在第1/2类；❓删除仍待人工确认	旧 5.4 动态仿真或表 5.2 审计输出；建立在重启前模型状态上，不能作为新基线事实。
3	output/paper54_current/reactivity_case_current.png	85a5e2261f421bbb78f1187a1f41323b44e0fa9a	95607	✅ 不在第1/2类；❓删除仍待人工确认	旧 5.4 动态仿真或表 5.2 审计输出；建立在重启前模型状态上，不能作为新基线事实。
3	output/paper54_current/stable_minus5_proxy.mat	b2d0ab9efdddc5589a038d037e172f781012d281	74492	✅ 不在第1/2类；❓删除仍待人工确认	旧 5.4 动态仿真或表 5.2 审计输出；建立在重启前模型状态上，不能作为新基线事实。
3	output/paper54_current/论文5.4_当前模型实跑审计_20260816.md	524dd9fa49607b26ef2f88b9a0539bb06648f79f	11313	✅ 不在第1/2类；❓删除仍待人工确认	旧 5.4 动态仿真或表 5.2 审计输出；建立在重启前模型状态上，不能作为新基线事实。
3	output/paper54_reproduction/hexe_compressor_lookup_candidate.mat	0cad89608647a81977e259a17f3f54ff9c5f545a	26965	✅ 不在第1/2类；❓删除仍待人工确认	旧 5.4 动态仿真或表 5.2 审计输出；建立在重启前模型状态上，不能作为新基线事实。
3	output/paper54_reproduction/paper52_steady_residuals.mat	74809eedbe62abc4597825aca68ef69ec78e28b5	314304	✅ 不在第1/2类；❓删除仍待人工确认	旧 5.4 动态仿真或表 5.2 审计输出；建立在重启前模型状态上，不能作为新基线事实。
3	paper54_schedules.m	0d0462e6f510b9d4657eed9dcc48aea1296a49ab	2198	✅ 不在第1/2类；❓删除仍待人工确认	旧 final_dynamic 运行入口或 5.4 调度文件；不参与 final_steady 加载，旧动态参数不得迁回。
3	prop_material.m	77dcd1bfd35aaa8ce523b00603c371e4570b0d58	785	✅ 不在第1/2类；❓删除仍待人工确认	模型静态追踪与 MATLAB Function 脚本均未引用；当前模型使用 HeXe/Lithium 外部函数及内嵌 NaK 关联式。
3	rebuild_hexe_compressor_lookup.m	03ceef81151720437491fd5dee24ce2c954c0b1f	1909	✅ 不在第1/2类；❓删除仍待人工确认	旧压气机候选构建/激活/修正链；隔离依赖追踪未加载，后续只能基于新基线和保留的独立物理论证重建。
3	run_dynamic.m	ffd444a48e98724089c62445433f5c6bf1a50083	2468	✅ 不在第1/2类；❓删除仍待人工确认	旧 final_dynamic 运行入口或 5.4 调度文件；不参与 final_steady 加载，旧动态参数不得迁回。
3	slprj/_jitprj/s0SVQZJa1gY8fMGAnvfbCtG.l	39e8080381e8406976f961812d6b98a1587a5daa	10680	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/s0SVQZJa1gY8fMGAnvfbCtG.mat	9956d6564bc10c6182242b13ef5ddc69985c22fc	1271	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/s67ytc20FWc3Rw4hMu2uqlF.l	a5e069d426b115920064e81a1cb00072f2739835	9368	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/s67ytc20FWc3Rw4hMu2uqlF.mat	e6afdc9bd0295fbc58d6923d3f8e15b5762e2f76	1274	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/s6dWuTrcFSJvqt1TSjONn1C.l	a96f5e8792ddd199457a10000ae7f8eb91e6b625	10668	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/s6dWuTrcFSJvqt1TSjONn1C.mat	12f92929cdc50390879313c31168bd4a5fe2aad3	1273	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/s7mGd4VUFT5OHnCD5OnZKWC.l	9332d108a83d42618eb96dcbcb5e837d724a6f6b	11960	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/s7mGd4VUFT5OHnCD5OnZKWC.mat	4361a552e6f25d296200cd3ce8ec92d95f34d863	1274	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sGmce2USycUdf9cIMVSLzj.l	86add10da52e40f03e774342edb4ecb380dd71de	10576	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sGmce2USycUdf9cIMVSLzj.mat	332e4dcce7eb6f3fa155205cfb49296fbeb4edc1	1266	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sQ7xVmVBkPJIY4MxB0ZPrOH.l	9abccff166fbed66b1e0fe3e505b2748a68976c9	10676	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sQ7xVmVBkPJIY4MxB0ZPrOH.mat	7d717ae30522608b8c37c480fda2a8e5e0e4a15a	1269	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sRtYwJVVWRj2AzjwbagMXLH.l	466cc25458b6741e5dcf3c8cc92f84eca612240b	10568	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sRtYwJVVWRj2AzjwbagMXLH.mat	1f2968aec5ec42e333638ec41ee8df6ed2eb8a76	1268	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sWubRDtia9VOocSq6hlmcoB.l	6a34d5c6ac5229000e4656ef06435138a4e969de	10000	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sWubRDtia9VOocSq6hlmcoB.mat	9b76ff04aee5a3bc4d7e55382708fad737d296d5	1251	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/skAY00ecgMSXRXeSCRdQhFC.l	1083642eb0ba33ef0051232403e2e68d3ff555d7	10692	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/skAY00ecgMSXRXeSCRdQhFC.mat	fb23ba31d6ad652a6adf3986d086cbbd92111334	1261	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/skHUUEjzVYT3LVZHk64GelF.l	57202758bc3e24a668ab078d13df9a8466d2e447	9376	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/skHUUEjzVYT3LVZHk64GelF.mat	e4b2e71574a6241c79683cec823adbd20c4a3134	1275	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sl0tTnzsIRz836NKU0NTQVH.l	e341aa18a0457ff5bb09646aae7470b22429ec9b	11848	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sl0tTnzsIRz836NKU0NTQVH.mat	02c2577ac3926ae38e8446ea6b254fddca35062b	1274	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/spFBeoMOYT1G6p4uqDlpbF.l	48eeb1f6f1dffde57472a64acd7206a0b2e45900	10572	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/spFBeoMOYT1G6p4uqDlpbF.mat	5959109dd8c839a061737e9b1bb569581eeab587	1268	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/ss7IMw5G2YQAJLKMh7Xe6FE.l	6cab78e079850290a9c975ab6a77f1a76da788d6	10576	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/ss7IMw5G2YQAJLKMh7Xe6FE.mat	a63c15449165fc05217ea4e5819af70ce01bb23f	1270	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/ssw5SIlEnT8jGomNQaGHmc.l	720f49d7f180c442c9c0e79c288d7ef1c8a64db7	10592	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/ssw5SIlEnT8jGomNQaGHmc.mat	12591cb4c324249bf83426a830e3e0c1d2420759	1261	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sv4VBLCPz3su2yhvLMDERpB.l	47a137a63bea6de6c5e6f66fda0b77991597f34e	10680	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sv4VBLCPz3su2yhvLMDERpB.mat	e607f505de57b696dc1be182d861314862bbdaef	1269	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sxNBbBJP6lWy9V2HecoaHS.l	073598959213fa788ee4f0ad2ad569fe556cebb8	10028	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_jitprj/sxNBbBJP6lWy9V2HecoaHS.mat	cd5963566fedddfef04d0270c1ae06be53f2119e	1256	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/s0SVQZJa1gY8fMGAnvfbCtG.mat	7bcceca63dbbc96e8050bed9d3cb963424343d48	2716	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/s67ytc20FWc3Rw4hMu2uqlF.mat	cc662385adffbf1c5937089272c9cc886e5782f4	2595	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/s6dWuTrcFSJvqt1TSjONn1C.mat	077aeb6a1c75a8e897fa0f317311ed20ebfd6e75	2862	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/s7mGd4VUFT5OHnCD5OnZKWC.mat	c9ef88ede0929a7558d3d9370d99a945019235cb	24231	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/sGmce2USycUdf9cIMVSLzj.mat	1d99cd29769ab47f6b73d0368dd8b99ba732de64	2828	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/sQ7xVmVBkPJIY4MxB0ZPrOH.mat	8427ea246fedf297c0ee56201aa2ec4cbe965016	2936	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/sRtYwJVVWRj2AzjwbagMXLH.mat	f0208ca664f165e8674ae168d1c1108c4bb204dc	2725	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/sWubRDtia9VOocSq6hlmcoB.mat	24b07499a2338b2df2789e3dcfb716fc800ae6b8	24844	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/skAY00ecgMSXRXeSCRdQhFC.mat	435b27f4e93fe654e627b41120ea25cd2b723aaf	2724	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/skHUUEjzVYT3LVZHk64GelF.mat	7a0236e997eaa6ee62ab0ea2a925391aabf3cbe6	2616	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/sl0tTnzsIRz836NKU0NTQVH.mat	5f7649b2b0cee4457709520f9b9ddcc46a183571	24268	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/spFBeoMOYT1G6p4uqDlpbF.mat	f3671946e990d96152e86bdfe3e4ceacf592b8a9	2828	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/ss7IMw5G2YQAJLKMh7Xe6FE.mat	b13ff345b918aee7a6687c48d12ea1bcec829e23	2862	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/ssw5SIlEnT8jGomNQaGHmc.mat	ab7ec4c4457e7d836d729584e99ce04d037a9838	2838	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/sv4VBLCPz3su2yhvLMDERpB.mat	79d08eb079a23bc454150718362cc5937429623d	2712	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/EMLReport/sxNBbBJP6lWy9V2HecoaHS.mat	bd3d015f9d0dbac7465250519235ae6d96039b28	24936	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/final_dynamic_24a/_self/sfun/info/binfo.mat	e4cc3199fd23e37f21754fb22a1ad43d79e91494	1250	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/final_dynamic_24a/amsi_serial.mat	daf0253169bab123af5f08e1947b27086ba0aa65	238	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/0p8xPsIOthj3hkvfWUs6q.mat	25dca075cda49d32d341a4515173ce61d8c350e1	666	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/5WylmoUqmtOZdc7h7GweLH.mat	6c81a2bb74ae88ad1ee883dcbe7dd82b5ef74051	666	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/62odJAR7MwzHIKffOuHt9B.mat	469030d9ab867a31258bb185c072b71e39e3c7d0	686	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/CgMeUDnnReRRG02hPb9it.mat	89c7d51ba1d49423381a5a63fd4671bdc151a539	633	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/J311Mw6BdTkdwrU8UTPcQ.mat	25dca075cda49d32d341a4515173ce61d8c350e1	666	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/KEX7chVx6wHmDKLjBh2IYC.mat	6c81a2bb74ae88ad1ee883dcbe7dd82b5ef74051	666	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/OfLGf0PMf65u6Xr7QvHmEE.mat	89c7d51ba1d49423381a5a63fd4671bdc151a539	633	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/Q2lzI0NgZeQD7icfMNFgYG.mat	6c81a2bb74ae88ad1ee883dcbe7dd82b5ef74051	666	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/QwFoaxK41Csi1pdCApPzCH.mat	469030d9ab867a31258bb185c072b71e39e3c7d0	686	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/XMKd3uJSpPy5bd5L1rZMAF.mat	25dca075cda49d32d341a4515173ce61d8c350e1	666	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/aAQQEiHVg4WibSlQ0G92hC.mat	6c81a2bb74ae88ad1ee883dcbe7dd82b5ef74051	666	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/aV2JxUQDOaxpfIDoDICpcF.mat	af35864d470ce0a10ba321218ae564a701ada1c7	688	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/cDhWurfj64gTQQoHEgcyMG.mat	6c81a2bb74ae88ad1ee883dcbe7dd82b5ef74051	666	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/deSWkQ6fDdemkMwKBepQUD.mat	a58bc208d5dae54c3d8fa67a87f43e10a0df1d07	679	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/gZDYAwEx4vnptKpFwwWEuD.mat	03793a8b85cc84de9049c40c01746c3a8e00035f	703	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/hKoEtUoBufsW2xpxXgZGqE.mat	03793a8b85cc84de9049c40c01746c3a8e00035f	703	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/ncp5rF00RwMsLqGHySszED.mat	a58bc208d5dae54c3d8fa67a87f43e10a0df1d07	679	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/qAuwxThxK9vW25ZzOkITJF.mat	7198d6c861c0d9c66f283e5f3627ac6ef1d66082	657	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/_sfprj/precompile/townsSCdUMbJYU6fgi6wKF.mat	af35864d470ce0a10ba321218ae564a701ada1c7	688	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/sim/varcache/final_dynamic_24a/checksumOfCache.mat	8b54e6854b1631da04e965d756eb28f2af9623a9	392	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/sim/varcache/final_dynamic_24a/tmwinternal/simulink_cache.xml	83898b2a25255ca093b134b6fceaeb53bb6dd20c	371	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/sim/varcache/final_dynamic_24a/varInfo.mat	6111d85bd9ec6b4e245aa3bc0ed783505b9ddfb8	7048	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/sim/varcache/final_dynamic_24a_audit_001/checksumOfCache.mat	109cc374276cbe7d5f378524e6067269bd0e358a	392	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/sim/varcache/final_dynamic_24a_audit_001/tmwinternal/simulink_cache.xml	c0e7b37be40eca3b7a8c2dcd0a6d6f6c7ca0bf34	371	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	slprj/sim/varcache/final_dynamic_24a_audit_001/varInfo.mat	34cb4877f9dd8afcb5b0daaf867d70bea7001432	7048	✅ 不在第1/2类；❓删除仍待人工确认	Simulink 自动生成的 slprj/JIT/Stateflow/varcache 文件；可再生且不属于模型源依赖。
3	solve_paper52_operating_point.m	9b85d60ff776de448be91b2597cc1e614ea8edec	12683	✅ 不在第1/2类；❓删除仍待人工确认	旧表 5.2 负载/稳态求解或残差审计链；不参与 final_steady 的当前加载，且旧耦合结论需重新验证。
3	tests/__pycache__/test_nasa_d7487_input_audit.cpython-314.pyc	6e0a3280c5a66f06b7bbd9708b56bc72ed961a7a	5469	✅ 不在第1/2类；❓删除仍待人工确认	Python 自动生成的 __pycache__/pyc；可再生且不承载源代码或溯源结论。
3	tests/__pycache__/test_nasa_tmx2269_digitization.cpython-314.pyc	13f7216ba457d3b21466034c7916cda8e3440316	10573	✅ 不在第1/2类；❓删除仍待人工确认	Python 自动生成的 __pycache__/pyc；可再生且不承载源代码或溯源结论。
3	tests/__pycache__/test_nasa_tn_d7487_program.cpython-314.pyc	af21d447a3d7cdb557ed830da109af2784475f47	5121	✅ 不在第1/2类；❓删除仍待人工确认	Python 自动生成的 __pycache__/pyc；可再生且不承载源代码或溯源结论。
3	tests/audit_paper52_baseline.m	fd2af6763072a5a30ac0faaeb48b5f9a1acee429	4625	✅ 不在第1/2类；❓删除仍待人工确认	验证旧表 5.2 平衡/求解链的测试；不参与新稳态基线加载，旧结果不再默认可信。
3	tests/diagnose_compressor_flow_boundary_001.m	989dd38666f5f4e00d80661ee3b11843362098b9	6935	✅ 不在第1/2类；❓删除仍待人工确认	验证旧 5.4 常量/调度或 dynamic 诊断的测试；不参与新稳态基线加载。
3	tests/test_compressor_corrected_coordinates_model.m	4690831fff1dc09a491aa3a234a085385f40c2be	3370	✅ 不在第1/2类；❓删除仍待人工确认	验证旧压气机候选、修正坐标、相似变换或激活门禁的测试；不参与新稳态基线加载，候选链须重验。
3	tests/test_compressor_lookup_paper_shape.m	c4788fc7c4e289a3cfaca781f26c3eb657c3595f	2494	✅ 不在第1/2类；❓删除仍待人工确认	验证旧压气机候选、修正坐标、相似变换或激活门禁的测试；不参与新稳态基线加载，候选链须重验。
3	tests/test_compressor_map_provenance.m	85c9dcb2d94b3694108d1eb3692daa4df257d059	909	✅ 不在第1/2类；❓删除仍待人工确认	验证旧压气机候选、修正坐标、相似变换或激活门禁的测试；不参与新稳态基线加载，候选链须重验。
3	tests/test_paper52_power_balance.m	2134c9849858806af1fc62c143e6cebe47a0b809	780	✅ 不在第1/2类；❓删除仍待人工确认	验证旧表 5.2 平衡/求解链的测试；不参与新稳态基线加载，旧结果不再默认可信。
3	tests/test_paper54_constants.m	9a22feae2864d2c8cf4cac80fb16b0bc70d977a1	1994	✅ 不在第1/2类；❓删除仍待人工确认	验证旧 5.4 常量/调度或 dynamic 诊断的测试；不参与新稳态基线加载。
3	tests/test_paper54_schedules.m	5c0309deb0e6c9838d20426acb8d566c96308411	2841	✅ 不在第1/2类；❓删除仍待人工确认	验证旧 5.4 常量/调度或 dynamic 诊断的测试；不参与新稳态基线加载。
3	tests/test_solve_paper52_operating_point.m	7b8090839c911fc9e951a8323099c8fcac88f080	1955	✅ 不在第1/2类；❓删除仍待人工确认	验证旧表 5.2 平衡/求解链的测试；不参与新稳态基线加载，旧结果不再默认可信。
3	tests/test_tmx2269_similarity.m	5b4b1b480e33e41f3646d98a831cb5ad8b477c0f	2421	✅ 不在第1/2类；❓删除仍待人工确认	验证旧压气机候选、修正坐标、相似变换或激活门禁的测试；不参与新稳态基线加载，候选链须重验。
3	tests/test_tmx2269_speed_extension.m	9664ca7248561f988b3c01cc9be55690515e060e	4542	✅ 不在第1/2类；❓删除仍待人工确认	验证旧压气机候选、修正坐标、相似变换或激活门禁的测试；不参与新稳态基线加载，候选链须重验。
3	tests/test_traceable_activation_gate.m	8c8ec2b580621168aa4158d0e576b4d7a896c825	560	✅ 不在第1/2类；❓删除仍待人工确认	验证旧压气机候选、修正坐标、相似变换或激活门禁的测试；不参与新稳态基线加载，候选链须重验。
3	tests/test_traceable_compressor_candidate.m	7c25baee271c219fac8153f05af9919102181a28	4888	✅ 不在第1/2类；❓删除仍待人工确认	验证旧压气机候选、修正坐标、相似变换或激活门禁的测试；不参与新稳态基线加载，候选链须重验。
3	tmp/.DS_Store	151679f86620692d0e1c7031514c4794063d5791	10244	✅ 不在第1/2类；❓删除仍待人工确认	操作系统生成的 .DS_Store 元数据；既不参与模型加载，也不承载治理/溯源内容。
